chain,len
Argiope trifasciata -> Apis mellifera -> Toxicodendron pubescens,3
Argiope trifasciata -> Apis mellifera -> Trichostema lanceolatum,3
Argiope trifasciata -> Apis mellifera -> Trifolium repens,3
Argiope trifasciata -> Apis mellifera -> Turnera subulata,3
Argiope trifasciata -> Apis mellifera -> Viguiera dentata,3
Aricia agestis -> Pentaglottis sempervirens -> Bunaea alcinoe,3
Asclepias speciosa -> Papilio rutulus -> Iris missouriensis,3
Astur melanoleucus -> Ardea ibis -> Periplaneta americana,3
Belenois creona severina -> Chromolaena odorata -> Delta fenestrale,3
Belenois creona severina -> Chromolaena odorata -> Mylothris agathina agathina,3
Belenois creona severina -> Chromolaena odorata -> Telchinia serena,3
Boaedon capensis -> Passer domesticus -> Magicicada cassinii,3
Boaedon capensis -> Passer domesticus -> Mantis religiosa,3
Bombus griseocollis -> Asclepias speciosa -> Papilio rutulus,3
Bombus nevadensis -> Asclepias speciosa -> Papilio rutulus,3
Bombus nevadensis -> Astragalus cicer -> Bombus appositus,3
Bombus pratorum -> Pentaglottis sempervirens -> Bunaea alcinoe,3
Brunneria borealis -> Dione vanillae -> Lantana strigocamara,3
Brunneria borealis -> Dione vanillae -> Passiflora incarnata,3
Brunneria borealis -> Dione vanillae -> Passiflora lutea,3
Brunneria borealis -> Dione vanillae -> Passiflora tenuiloba,3
Buteo jamaicensis -> Otospermophilus beecheyi -> Quercus lobata,3
Buteo jamaicensis -> Sciurus carolinensis -> Callicarpa americana,3
Buteo jamaicensis -> Sciurus carolinensis -> Coprinopsis lagopus,3
Buteo jamaicensis -> Sciurus carolinensis -> Odocoileus virginianus,3
Buteo jamaicensis -> Sciurus carolinensis -> Taraxacum,3
Buteo jamaicensis -> Turdus migratorius -> Ilex vomitoria,3
Buteo jamaicensis -> Turdus migratorius -> Mantis religiosa,3
Buteo jamaicensis -> Turdus migratorius -> Prunus virginiana,3
Buteo jamaicensis -> Turdus migratorius -> Rhamnus cathartica,3
Camponotus maculatus -> Hemidactylus mabouia -> Amata simplex,3
Camponotus maculatus -> Hemidactylus mabouia -> Gryllus bimaculatus,3
Canis latrans -> Castor canadensis -> Fraxinus latifolia,3
Canis latrans -> Castor canadensis -> Nuphar variegata,3
Cathartes aura -> Phoca vitulina richardii -> Cymatogaster aggregata,3
Cathartes aura -> Sciurus carolinensis -> Callicarpa americana,3
Cathartes aura -> Sciurus carolinensis -> Coprinopsis lagopus,3
Cathartes aura -> Sciurus carolinensis -> Odocoileus virginianus,3
Cathartes aura -> Sciurus carolinensis -> Taraxacum,3
Chromolaena odorata -> Belenois creona severina -> Cynanchum viminale,3
Chromolaena odorata -> Belenois creona severina -> Justicia flava,3
Chromolaena odorata -> Belenois creona severina -> Solanum seaforthianum,3
Chromolaena odorata -> Mylothris agathina agathina -> Dais cotinifolia,3
Chromolaena odorata -> Mylothris agathina agathina -> Distephanus angulifolius,3
Chromolaena odorata -> Mylothris agathina agathina -> Globimetula mweroensis,3
Chromolaena odorata -> Mylothris agathina agathina -> Lippia javanica,3
Chromolaena odorata -> Telchinia serena -> Mikania natalensis,3
Chromolaena odorata -> Telchinia serena -> Senecio polyanthemoides,3
Chromolaena odorata -> Telchinia serena -> Sida cordifolia cordifolia,3
Chromolaena odorata -> Telchinia serena -> Tridax procumbens,3
Chromolaena odorata -> Telchinia serena -> Waltheria indica,3
Circaetus pectoralis -> Naja nivea -> Bitis arietans,3
Circus ranivorus -> Zapornia flavirostra -> Hyperolius marmoratus verrucosus,3
Coragyps atratus -> Canis familiaris -> Odocoileus virginianus,3
Coragyps atratus -> Dasypus mexicanus -> Diospyros virginiana,3
Coragyps atratus -> Felis catus -> Leiolepis belliana,3
Coragyps atratus -> Felis catus -> Leptopelis natalensis,3
Coragyps atratus -> Sus scrofa -> Juglans regia,3
Corvus corax -> Crotalus oreganus oreganus -> Otospermophilus beecheyi,3
Cotesia glomerata -> Pieris brassicae -> Tropaeolum majus,3
Crocodylus niloticus -> Papio ursinus griseipes -> Ficus bussei,3
Crocodylus niloticus -> Papio ursinus griseipes -> Sporobolus pyramidalis,3
Crocodylus niloticus cowiei -> Papio ursinus griseipes -> Ficus bussei,3
Crocodylus niloticus cowiei -> Papio ursinus griseipes -> Sporobolus pyramidalis,3
Crotalus oreganus -> Otospermophilus beecheyi -> Quercus lobata,3
Crotalus oreganus oreganus -> Otospermophilus beecheyi -> Quercus lobata,3
Delta fenestrale -> Chromolaena odorata -> Belenois creona severina,3
Delta fenestrale -> Chromolaena odorata -> Mylothris agathina agathina,3
Delta fenestrale -> Chromolaena odorata -> Telchinia serena,3
Dendroaspis polylepis -> Ploceus cucullatus -> Ficus burkei,3
Egretta caerulea -> Anax junius -> Erythemis simplicicollis,3
Egretta garzetta -> Anguilla anguilla -> Larus michahellis,3
Euthyrhynchus floridanus -> Bombus impatiens -> Berberis thunbergii,3
Euthyrhynchus floridanus -> Bombus impatiens -> Eutrochium maculatum,3
Euthyrhynchus floridanus -> Bombus impatiens -> Melilotus officinalis,3
Falco columbarius -> Sturnus vulgaris -> Podarcis muralis,3
Falco columbarius -> Zonotrichia albicollis -> Rhus typhina,3
Falco naumanni -> Saga pedo -> Aporia crataegi,3
Falco peregrinus -> Tringa semipalmata -> Emerita analoga,3
Gallinula chloropus -> Mesotriton alpestris -> Epinotia tedella,3
Geronticus eremita -> Podarcis siculus -> Tandonia sowerbyi,3
Gyps africanus -> Crocuta crocuta -> Hippopotamus amphibius,3
Gyps africanus -> Crocuta crocuta -> Sylvicapra grimmia,3
Haliaeetus leucocephalus -> Corvus brachyrhynchos -> Cancer productus,3
Haliaeetus leucocephalus -> Corvus brachyrhynchos -> Forficula dentata,3
Haliaeetus leucocephalus -> Corvus brachyrhynchos -> Oncorhynchus keta,3
Haliaeetus leucocephalus -> Corvus brachyrhynchos -> Pholis laeta,3
Haliaeetus leucocephalus -> Corvus brachyrhynchos -> Pholis ornata,3
Haliaeetus leucocephalus -> Corvus brachyrhynchos -> Rattus rattus,3
Haliaeetus leucocephalus -> Corvus brachyrhynchos -> Sylvilagus floridanus,3
Syrphini -> Uroleucon -> Bidens pilosa,3
Syzygium cordatum -> Parapoderus submarginatus -> Syzygium cordatum cordatum,3
Tachycines asynamorus -> Neoscona crucifera -> Oebalus pugnax,3
Tamiasciurus hudsonicus -> Turdus migratorius -> Ilex vomitoria,3
Tamiasciurus hudsonicus -> Turdus migratorius -> Mantis religiosa,3
Tamiasciurus hudsonicus -> Turdus migratorius -> Prunus virginiana,3
Tamiasciurus hudsonicus -> Turdus migratorius -> Rhamnus cathartica,3
Telchinia serena -> Chromolaena odorata -> Belenois creona severina,3
Telchinia serena -> Chromolaena odorata -> Delta fenestrale,3
Telchinia serena -> Chromolaena odorata -> Mylothris agathina agathina,3
Tenodera angustipennis -> Bombus impatiens -> Berberis thunbergii,3
Tenodera angustipennis -> Bombus impatiens -> Eutrochium maculatum,3
Tenodera angustipennis -> Bombus impatiens -> Melilotus officinalis,3
Tetramorium immigrans -> Vespula maculifrons -> Didelphis virginiana,3
Tetramorium immigrans -> Vespula maculifrons -> Neotibicen lyricen engelhardti,3
Thomisus kalaharinus -> Apis mellifera scutellata -> Ochna pulchra,3
Thomisus kalaharinus -> Apis mellifera scutellata -> Ozoroa obovata obovata,3
Thomisus kalaharinus -> Apis mellifera scutellata -> Senecio deltoideus,3
Thomisus stenningi -> Apis mellifera scutellata -> Ochna pulchra,3
Thomisus stenningi -> Apis mellifera scutellata -> Ozoroa obovata obovata,3
Thomisus stenningi -> Apis mellifera scutellata -> Senecio deltoideus,3
Trichonephila clavata -> Apis mellifera -> Ageratina havanensis,3
Trichonephila clavata -> Apis mellifera -> Anchusa officinalis,3
Trichonephila clavata -> Apis mellifera -> Apiomerus californicus,3
Trichonephila clavata -> Apis mellifera -> Asclepias fascicularis,3
Trichonephila clavata -> Apis mellifera -> Asclepias tuberosa,3
Trichonephila clavata -> Apis mellifera -> Baccharis pilularis,3
Trichonephila clavata -> Apis mellifera -> Cakile maritima,3
Trichonephila clavata -> Apis mellifera -> Cirsium arvense,3
Trichonephila clavata -> Apis mellifera -> Cirsium horridulum,3
Trichonephila clavata -> Apis mellifera -> Datura wrightii,3
Trichonephila clavata -> Apis mellifera -> Eriogonum fasciculatum,3
Trichonephila clavata -> Apis mellifera -> Ficus sur,3
Trichonephila clavata -> Apis mellifera -> Hydrophyllum fendleri,3
Trichonephila clavata -> Apis mellifera -> Jacobaea vulgaris,3
Trichonephila clavata -> Apis mellifera -> Lonicera maackii,3
Trichonephila clavata -> Apis mellifera -> Ochna pulchra,3
Trichonephila clavata -> Apis mellifera -> Ozoroa obovata obovata,3
Trichonephila clavata -> Apis mellifera -> Paspalum notatum,3
Trichonephila clavata -> Apis mellifera -> Rubus odoratus,3
Trichonephila clavata -> Apis mellifera -> Salvia mellifera,3
Trichonephila clavata -> Apis mellifera -> Satureja montana,3
Trichonephila clavata -> Apis mellifera -> Senecio deltoideus,3
Trichonephila clavata -> Apis mellifera -> Taraxacum officinale,3
Trichonephila clavata -> Apis mellifera -> Toxicodendron pubescens,3
Trichonephila clavata -> Apis mellifera -> Trichostema lanceolatum,3
Trichonephila clavata -> Apis mellifera -> Trifolium repens,3
Trichonephila clavata -> Apis mellifera -> Turnera subulata,3
Trichonephila clavata -> Apis mellifera -> Viguiera dentata,3
Trichonephila clavata -> Vespula maculifrons -> Didelphis virginiana,3
Trichonephila clavata -> Vespula maculifrons -> Neotibicen lyricen engelhardti,3
Trigonoceps occipitalis -> Panthera leo melanochaita -> Connochaetes taurinus mearnsi,3
Trigonoceps occipitalis -> Panthera leo melanochaita -> Hippotragus niger niger,3
Trigonoceps occipitalis -> Panthera leo melanochaita -> Syncerus caffer caffer,3
Trinectes maculatus -> Leucophaeus atricilla -> Callinectes sapidus,3
Turdus migratorius -> Mantis religiosa -> Sympetrum fonscolombii,3
Turdus philomelos -> Cornu aspersum -> Stellaria media,3
Vespa crabro -> Promachus hinei -> Erythemis simplicicollis,3
Vespa crabro -> Promachus hinei -> Phyciodes tharos,3
Vespula germanica -> Carduelis carduelis -> Centaurea jacea,3
Vespula germanica -> Carduelis carduelis -> Centaurea nigra,3
Vespula germanica -> Tarentola mauritanica -> Earias insulana,3
Vespula germanica -> Tarentola mauritanica -> Periplaneta americana,3
Vespula germanica -> Utetheisa pulchella -> Senecio tamoides,3
Vespula pensylvanica -> Apis mellifera -> Ageratina havanensis,3
Vespula pensylvanica -> Apis mellifera -> Anchusa officinalis,3
Vespula pensylvanica -> Apis mellifera -> Apiomerus californicus,3
Vespula pensylvanica -> Apis mellifera -> Asclepias fascicularis,3
Vespula pensylvanica -> Apis mellifera -> Asclepias tuberosa,3
Vespula pensylvanica -> Apis mellifera -> Baccharis pilularis,3
Vespula pensylvanica -> Apis mellifera -> Cakile maritima,3
Vespula pensylvanica -> Apis mellifera -> Cirsium arvense,3
Vespula pensylvanica -> Apis mellifera -> Cirsium horridulum,3
Vespula pensylvanica -> Apis mellifera -> Datura wrightii,3
Vespula pensylvanica -> Apis mellifera -> Eriogonum fasciculatum,3
Vespula pensylvanica -> Apis mellifera -> Ficus sur,3
Vespula pensylvanica -> Apis mellifera -> Hydrophyllum fendleri,3
Vespula pensylvanica -> Apis mellifera -> Jacobaea vulgaris,3
Vespula pensylvanica -> Apis mellifera -> Lonicera maackii,3
Vespula pensylvanica -> Apis mellifera -> Ochna pulchra,3
Vespula pensylvanica -> Apis mellifera -> Ozoroa obovata obovata,3
Vespula pensylvanica -> Apis mellifera -> Paspalum notatum,3
Vespula pensylvanica -> Apis mellifera -> Rubus odoratus,3
Vespula pensylvanica -> Apis mellifera -> Salvia mellifera,3
Vespula pensylvanica -> Apis mellifera -> Satureja montana,3
Vespula pensylvanica -> Apis mellifera -> Senecio deltoideus,3
Vespula pensylvanica -> Apis mellifera -> Taraxacum officinale,3
Vespula pensylvanica -> Apis mellifera -> Toxicodendron pubescens,3
Vespula pensylvanica -> Apis mellifera -> Trichostema lanceolatum,3
Vespula pensylvanica -> Apis mellifera -> Trifolium repens,3
Vespula pensylvanica -> Apis mellifera -> Turnera subulata,3
Vespula pensylvanica -> Apis mellifera -> Viguiera dentata,3
Vulpes vulpes -> Sciurus carolinensis -> Callicarpa americana,3
Vulpes vulpes -> Sciurus carolinensis -> Coprinopsis lagopus,3
Vulpes vulpes -> Sciurus carolinensis -> Odocoileus virginianus,3
Vulpes vulpes -> Sciurus carolinensis -> Taraxacum,3
Zelus longipes -> Plecia nearctica -> Asimina angustifolia,3
Zelus longipes -> Toxomerus marginatus -> Anemone berlandieri,3
Zelus longipes -> Toxomerus marginatus -> Capsella bursa-pastoris,3
Zelus longipes -> Toxomerus marginatus -> Cichorium intybus,3
Zelus longipes -> Toxomerus marginatus -> Commelina erecta,3
Zelus longipes -> Toxomerus marginatus -> Convolvulus arvensis,3
Zelus longipes -> Toxomerus marginatus -> Plantago lanceolata,3
Zelus longipes -> Toxomerus marginatus -> Rudbeckia hirta,3
Zelus longipes -> Toxomerus marginatus -> Taraxacum officinale,3
Zelus longipes -> Toxomerus marginatus -> Verbesina encelioides,3
Zodarion rubidum -> Tetramorium immigrans -> Forficula dentata,3
Zodarion rubidum -> Tetramorium immigrans -> Hylocichla mustelina,3
Zodarion rubidum -> Tetramorium immigrans -> Porcellio scaber,3
Zodarion rubidum -> Tetramorium immigrans -> Taraxacum officinale,3
Zodarion rubidum -> Tetramorium immigrans -> Vespula maculifrons,3
Zygiella x-notata -> Polistes dominula -> Cirsium arvense,3
Hemidactylus turcicus -> Erythemis simplicicollis -> Celithemis fasciata,3
Hemidactylus turcicus -> Erythemis simplicicollis -> Pachydiplax longipennis,3
Hemidactylus turcicus -> Erythemis simplicicollis -> Perithemis tenera,3
Heteropoda venatoria -> Hemidactylus turcicus -> Erythemis simplicicollis,3
Hogna radiata -> Podarcis siculus -> Tandonia sowerbyi,3
Hyperolius marmoratus -> Halcyon albiventris albiventris -> Acanthacris ruficornis,3
Hyperolius marmoratus -> Halcyon albiventris albiventris -> Bradypodion damaranum,3
Hyperolius marmoratus -> Halcyon albiventris albiventris -> Gryllotalpa africana,3
Hyperolius marmoratus -> Halcyon albiventris albiventris -> Hyperolius marmoratus taeniatus,3
Hyperolius marmoratus -> Halcyon albiventris albiventris -> Hyperolius marmoratus verrucosus,3
Hyperolius marmoratus -> Halcyon albiventris albiventris -> Lygodactylus capensis,3
Hyperolius marmoratus -> Halcyon albiventris albiventris -> Opisthacanthus capensis,3
Hyperolius marmoratus -> Halcyon albiventris albiventris -> Rhabdomys pumilio,3
Hyperolius marmoratus -> Halcyon albiventris albiventris -> Tetradactylus seps,3
Lampropeltis getula -> Agkistrodon contortrix -> Glaucomys volans,3
Lampropeltis getula -> Agkistrodon contortrix -> Storeria occipitomaculata,3
Lanius ludovicianus -> Anolis sagrei -> Erythemis simplicicollis,3
Lanius ludovicianus -> Anolis sagrei -> Hemidactylus mabouia,3
Larus argentatus -> Gallinula chloropus -> Mesotriton alpestris,3
Larus argentatus -> Gallinula chloropus -> Nymphaea lotus,3
Larus fuscus -> Salmo trutta -> Cottus gobio,3
Larus glaucescens × occidentalis -> Pisaster ochraceus -> Mytilus californianus,3
Larus glaucescens × occidentalis -> Pisaster ochraceus -> Strongylocentrotus purpuratus,3
Larus marinus -> Anguilla anguilla -> Egretta garzetta,3
Larus marinus -> Anguilla anguilla -> Larus michahellis,3
Larus marinus -> Rynchops niger -> Atherinops affinis,3
Larus michahellis -> Anguilla anguilla -> Egretta garzetta,3
Leptoptilos crumenifer -> Crocuta crocuta -> Hippopotamus amphibius,3
Leptoptilos crumenifer -> Crocuta crocuta -> Sylvicapra grimmia,3
Linepithema humile -> Macroglossum stellatarum -> Saponaria pumila,3
Linepithema humile -> Macroglossum stellatarum -> Viscaria vulgaris,3
Lippia javanica -> Mylothris agathina agathina -> Chromolaena odorata,3
Lippia javanica -> Mylothris agathina agathina -> Dais cotinifolia,3
Lippia javanica -> Mylothris agathina agathina -> Distephanus angulifolius,3
Lippia javanica -> Mylothris agathina agathina -> Globimetula mweroensis,3
Lon taxiles -> Asclepias speciosa -> Papilio rutulus,3
Lontra canadensis -> Urile penicillatus -> Gibbonsia metzi,3
Lynx rufus -> Sciurus carolinensis -> Callicarpa americana,3
Lynx rufus -> Sciurus carolinensis -> Coprinopsis lagopus,3
Lynx rufus -> Sciurus carolinensis -> Odocoileus virginianus,3
Lynx rufus -> Sciurus carolinensis -> Taraxacum,3
Melanerpes lewis -> Bombus griseocollis -> Asclepias speciosa,3
Melanerpes lewis -> Bombus griseocollis -> Cirsium vulgare,3
Melanerpes lewis -> Bombus griseocollis -> Dalea purpurea,3
Melanerpes lewis -> Bombus griseocollis -> Melilotus albus,3
Melanerpes lewis -> Bombus griseocollis -> Teucrium canadense,3
Merops apiaster -> Vanessa atalanta -> Achillea millefolium,3
Merops apiaster -> Vanessa atalanta -> Prunus virginiana,3
Microhierax fringillarius -> Cephonodes hylas -> Psorospermum febrifugum,3
Milvus migrans -> Pachylomera femoralis -> Aepyceros melampus melampus,3
Milvus migrans parasitus -> Pachylomera femoralis -> Aepyceros melampus melampus,3
Misumena vatia -> Apis mellifera -> Ageratina havanensis,3
Misumena vatia -> Apis mellifera -> Anchusa officinalis,3
Misumena vatia -> Apis mellifera -> Apiomerus californicus,3
Misumena vatia -> Apis mellifera -> Asclepias fascicularis,3
Misumena vatia -> Apis mellifera -> Asclepias tuberosa,3
Misumena vatia -> Apis mellifera -> Baccharis pilularis,3
Misumena vatia -> Apis mellifera -> Cakile maritima,3
Misumena vatia -> Apis mellifera -> Cirsium arvense,3
Misumena vatia -> Apis mellifera -> Cirsium horridulum,3
Misumena vatia -> Apis mellifera -> Datura wrightii,3
Misumena vatia -> Apis mellifera -> Eriogonum fasciculatum,3
Misumena vatia -> Apis mellifera -> Ficus sur,3
Misumena vatia -> Apis mellifera -> Hydrophyllum fendleri,3
Misumena vatia -> Apis mellifera -> Jacobaea vulgaris,3
Misumena vatia -> Apis mellifera -> Lonicera maackii,3
Misumena vatia -> Apis mellifera -> Ochna pulchra,3
Misumena vatia -> Apis mellifera -> Ozoroa obovata obovata,3
Misumena vatia -> Apis mellifera -> Paspalum notatum,3
Misumena vatia -> Apis mellifera -> Rubus odoratus,3
Misumena vatia -> Apis mellifera -> Salvia mellifera,3
Misumena vatia -> Apis mellifera -> Satureja montana,3
Misumena vatia -> Apis mellifera -> Senecio deltoideus,3
Misumena vatia -> Apis mellifera -> Taraxacum officinale,3
Misumena vatia -> Apis mellifera -> Toxicodendron pubescens,3
Misumena vatia -> Apis mellifera -> Trichostema lanceolatum,3
Misumena vatia -> Apis mellifera -> Trifolium repens,3
Misumena vatia -> Apis mellifera -> Turnera subulata,3
Misumena vatia -> Apis mellifera -> Viguiera dentata,3
Misumena vatia -> Bombus flavifrons -> Carduus nutans,3
Misumena vatia -> Toxomerus geminatus -> Actaea racemosa,3
Misumenini -> Zadontomerus -> Geranium maculatum,3
Misumenoides formosipes -> Apis mellifera -> Ageratina havanensis,3
Misumenoides formosipes -> Apis mellifera -> Anchusa officinalis,3
Misumenoides formosipes -> Apis mellifera -> Apiomerus californicus,3
Misumenoides formosipes -> Apis mellifera -> Asclepias fascicularis,3
Misumenoides formosipes -> Apis mellifera -> Asclepias tuberosa,3
Misumenoides formosipes -> Apis mellifera -> Baccharis pilularis,3
Misumenoides formosipes -> Apis mellifera -> Cakile maritima,3
Misumenoides formosipes -> Apis mellifera -> Cirsium arvense,3
Misumenoides formosipes -> Apis mellifera -> Cirsium horridulum,3
Misumenoides formosipes -> Apis mellifera -> Datura wrightii,3
Misumenoides formosipes -> Apis mellifera -> Eriogonum fasciculatum,3
Misumenoides formosipes -> Apis mellifera -> Ficus sur,3
Misumenoides formosipes -> Apis mellifera -> Hydrophyllum fendleri,3
Misumenoides formosipes -> Apis mellifera -> Jacobaea vulgaris,3
Misumenoides formosipes -> Apis mellifera -> Lonicera maackii,3
Misumenoides formosipes -> Apis mellifera -> Ochna pulchra,3
Misumenoides formosipes -> Apis mellifera -> Ozoroa obovata obovata,3
Misumenoides formosipes -> Apis mellifera -> Paspalum notatum,3
Misumenoides formosipes -> Apis mellifera -> Rubus odoratus,3
Misumenoides formosipes -> Apis mellifera -> Salvia mellifera,3
Misumenoides formosipes -> Apis mellifera -> Satureja montana,3
Misumenoides formosipes -> Apis mellifera -> Senecio deltoideus,3
Misumenoides formosipes -> Apis mellifera -> Taraxacum officinale,3
Misumenoides formosipes -> Apis mellifera -> Toxicodendron pubescens,3
Misumenoides formosipes -> Apis mellifera -> Trichostema lanceolatum,3
Misumenoides formosipes -> Apis mellifera -> Trifolium repens,3
Misumenoides formosipes -> Apis mellifera -> Turnera subulata,3
Misumenoides formosipes -> Apis mellifera -> Viguiera dentata,3
Myiarchus crinitus -> Promachus rufipes -> Vespula,3
Mylothris agathina -> Globimetula mweroensis -> Populus deltoides,3
Mylothris agathina -> Globimetula mweroensis -> Salix babylonica,3
Mylothris agathina -> Globimetula mweroensis -> Vangueria vestita,3
Mylothris agathina agathina -> Chromolaena odorata -> Belenois creona severina,3
Mylothris agathina agathina -> Chromolaena odorata -> Delta fenestrale,3
Mylothris agathina agathina -> Chromolaena odorata -> Telchinia serena,3
Mylothris agathina agathina -> Globimetula mweroensis -> Populus deltoides,3
Mylothris agathina agathina -> Globimetula mweroensis -> Salix babylonica,3
Mylothris agathina agathina -> Globimetula mweroensis -> Vangueria vestita,3
Necrophila americana -> Sciurus carolinensis -> Callicarpa americana,3
Necrophila americana -> Sciurus carolinensis -> Coprinopsis lagopus,3
Necrophila americana -> Sciurus carolinensis -> Odocoileus virginianus,3
Necrophila americana -> Sciurus carolinensis -> Taraxacum,3
Necrosyrtes monachus -> Panthera leo melanochaita -> Connochaetes taurinus mearnsi,3
Necrosyrtes monachus -> Panthera leo melanochaita -> Hippotragus niger niger,3
Necrosyrtes monachus -> Panthera leo melanochaita -> Syncerus caffer caffer,3
Neogale vison -> Nannopterum auritum -> Ameiurus nebulosus,3
Neogale vison -> Nannopterum auritum -> Anguilla rostrata,3
Neogale vison -> Nannopterum auritum -> Atherinopsis californiensis,3
Neogale vison -> Nannopterum auritum -> Ictalurus punctatus,3
Neogale vison -> Nannopterum auritum -> Lepisosteus osseus,3
Neogale vison -> Nannopterum auritum -> Triakis semifasciata,3
Neoscona oaxacensis -> Vespula pensylvanica -> Apis mellifera,3
Neoscona oaxacensis -> Vespula pensylvanica -> Rattus rattus,3
Nicrophorus marginatus -> Otospermophilus beecheyi -> Quercus lobata,3
Notechis scutatus -> Salmo trutta -> Cottus gobio,3
Ophiocordyceps humbertii -> Polistes dominula -> Cirsium arvense,3
Orthetrum stemmale -> Apis mellifera scutellata -> Ochna pulchra,3
Orthetrum stemmale -> Apis mellifera scutellata -> Ozoroa obovata obovata,3
Orthetrum stemmale -> Apis mellifera scutellata -> Senecio deltoideus,3
Pachnodella impressa -> Pilostyles aethiopica -> Julbernardia globiflora,3
Pantherophis spiloides -> Strix varia -> Tamiasciurus hudsonicus,3
Pantherophis spiloides -> Strix varia -> Thamnophis sirtalis concinnus,3
Passer domesticus -> Mantis religiosa -> Sympetrum fonscolombii,3
Peucetia viridans -> Apis mellifera -> Ageratina havanensis,3
Peucetia viridans -> Apis mellifera -> Anchusa officinalis,3
Peucetia viridans -> Apis mellifera -> Apiomerus californicus,3
Peucetia viridans -> Apis mellifera -> Asclepias fascicularis,3
Peucetia viridans -> Apis mellifera -> Asclepias tuberosa,3
Peucetia viridans -> Apis mellifera -> Baccharis pilularis,3
Peucetia viridans -> Apis mellifera -> Cakile maritima,3
Peucetia viridans -> Apis mellifera -> Cirsium arvense,3
Peucetia viridans -> Apis mellifera -> Cirsium horridulum,3
Peucetia viridans -> Apis mellifera -> Datura wrightii,3
Peucetia viridans -> Apis mellifera -> Eriogonum fasciculatum,3
Peucetia viridans -> Apis mellifera -> Ficus sur,3
Peucetia viridans -> Apis mellifera -> Hydrophyllum fendleri,3
Peucetia viridans -> Apis mellifera -> Jacobaea vulgaris,3
Peucetia viridans -> Apis mellifera -> Lonicera maackii,3
Peucetia viridans -> Apis mellifera -> Ochna pulchra,3
Peucetia viridans -> Apis mellifera -> Ozoroa obovata obovata,3
Peucetia viridans -> Apis mellifera -> Paspalum notatum,3
Peucetia viridans -> Apis mellifera -> Rubus odoratus,3
Peucetia viridans -> Apis mellifera -> Salvia mellifera,3
Peucetia viridans -> Apis mellifera -> Satureja montana,3
Peucetia viridans -> Apis mellifera -> Senecio deltoideus,3
Peucetia viridans -> Apis mellifera -> Taraxacum officinale,3
Peucetia viridans -> Apis mellifera -> Toxicodendron pubescens,3
Peucetia viridans -> Apis mellifera -> Trichostema lanceolatum,3
Peucetia viridans -> Apis mellifera -> Trifolium repens,3
Peucetia viridans -> Apis mellifera -> Turnera subulata,3
Peucetia viridans -> Apis mellifera -> Viguiera dentata,3
Peucetia viridans -> Bombus impatiens -> Berberis thunbergii,3
Peucetia viridans -> Bombus impatiens -> Eutrochium maculatum,3
Peucetia viridans -> Bombus impatiens -> Melilotus officinalis,3
Peucetia viridans -> Dione vanillae -> Lantana strigocamara,3
Peucetia viridans -> Dione vanillae -> Passiflora incarnata,3
Peucetia viridans -> Dione vanillae -> Passiflora lutea,3
Peucetia viridans -> Dione vanillae -> Passiflora tenuiloba,3
Peucetia viridans -> Vespula squamosa -> Schizura ipomaeae,3
Phalacrocorax carbo -> Anguilla anguilla -> Egretta garzetta,3
Phalacrocorax carbo -> Anguilla anguilla -> Larus michahellis,3
Pheidole megacephala -> Hemidactylus mabouia -> Amata simplex,3
Pheidole megacephala -> Hemidactylus mabouia -> Gryllus bimaculatus,3
Phidippus clarus -> Toxomerus marginatus -> Anemone berlandieri,3
Phidippus clarus -> Toxomerus marginatus -> Capsella bursa-pastoris,3
Phidippus clarus -> Toxomerus marginatus -> Cichorium intybus,3
Phidippus clarus -> Toxomerus marginatus -> Commelina erecta,3
Phidippus clarus -> Toxomerus marginatus -> Convolvulus arvensis,3
Phidippus clarus -> Toxomerus marginatus -> Plantago lanceolata,3
Phidippus clarus -> Toxomerus marginatus -> Rudbeckia hirta,3
Phidippus clarus -> Toxomerus marginatus -> Taraxacum officinale,3
Phidippus clarus -> Toxomerus marginatus -> Verbesina encelioides,3
Pica hudsonia -> Tamiasciurus hudsonicus -> Acer saccharinum,3
Pica hudsonia -> Tamiasciurus hudsonicus -> Juglans nigra,3
Pica hudsonia -> Tamiasciurus hudsonicus -> Turdus migratorius,3
Piranga olivacea -> Vespa crabro -> Promachus hinei,3
Piranga olivacea -> Vespula maculifrons -> Didelphis virginiana,3
Piranga olivacea -> Vespula maculifrons -> Neotibicen lyricen engelhardti,3
Polistes major -> Dione vanillae -> Lantana strigocamara,3
Polistes major -> Dione vanillae -> Passiflora incarnata,3
Polistes major -> Dione vanillae -> Passiflora lutea,3
Polistes major -> Dione vanillae -> Passiflora tenuiloba,3
Progne subis -> Danaus plexippus -> Asclepias curassavica,3
Progne subis -> Danaus plexippus -> Asclepias incarnata,3
Progne subis -> Danaus plexippus -> Asclepias syriaca,3
Progne subis -> Danaus plexippus -> Gomphocarpus fruticosus,3
Progne subis -> Danaus plexippus -> Nothoscordum bivalve,3
Progne subis -> Danaus plexippus -> Verbesina virginica,3
Promachus hinei -> Erythemis simplicicollis -> Celithemis fasciata,3
Promachus hinei -> Erythemis simplicicollis -> Pachydiplax longipennis,3
Promachus hinei -> Erythemis simplicicollis -> Perithemis tenera,3
Promachus rufipes -> Vespula -> Nadata gibbosa,3
Pycnonotus barbatus -> Zonocerus elegans elegans -> Solanum campylacanthum,3
Pycnonotus barbatus layardi -> Zonocerus elegans elegans -> Solanum campylacanthum,3
