chain,len
Trichonephila clavata -> Apis mellifera -> Cakile maritima,3
Trichonephila clavata -> Apis mellifera -> Cirsium arvense,3
Trichonephila clavata -> Apis mellifera -> Cirsium horridulum,3
Trichonephila clavata -> Apis mellifera -> Datura wrightii,3
Trichonephila clavata -> Apis mellifera -> Eriogonum fasciculatum,3
Trichonephila clavata -> Apis mellifera -> Ficus sur,3
Trichonephila clavata -> Apis mellifera -> Hydrophyllum fendleri,3
Trichonephila clavata -> Apis mellifera -> Jacobaea vulgaris,3
Trichonephila clavata -> Apis mellifera -> Lonicera maackii,3
Trichonephila clavata -> Apis mellifera -> Ochna pulchra,3
Trichonephila clavata -> Apis mellifera -> Ozoroa obovata obovata,3
Trichonephila clavata -> Apis mellifera -> Paspalum notatum,3
Trichonephila clavata -> Apis mellifera -> Rubus odoratus,3
Trichonephila clavata -> Apis mellifera -> Salvia mellifera,3
Trichonephila clavata -> Apis mellifera -> Satureja montana,3
Trichonephila clavata -> Apis mellifera -> Senecio deltoideus,3
Trichonephila clavata -> Apis mellifera -> Taraxacum officinale,3
Trichonephila clavata -> Apis mellifera -> Toxicodendron pubescens,3
Trichonephila clavata -> Apis mellifera -> Trichostema lanceolatum,3
Trichonephila clavata -> Apis mellifera -> Trifolium repens,3
Trichonephila clavata -> Apis mellifera -> Turnera subulata,3
Trichonephila clavata -> Apis mellifera -> Viguiera dentata,3
Trichonephila clavata -> Vespula maculifrons -> Didelphis virginiana,3
Trichonephila clavata -> Vespula maculifrons -> Neotibicen lyricen engelhardti,3
Trigonoceps occipitalis -> Panthera leo melanochaita -> Connochaetes taurinus mearnsi,3
Trigonoceps occipitalis -> Panthera leo melanochaita -> Hippotragus niger niger,3
Trigonoceps occipitalis -> Panthera leo melanochaita -> Syncerus caffer caffer,3
Trinectes maculatus -> Leucophaeus atricilla -> Callinectes sapidus,3
Turdus migratorius -> Mantis religiosa -> Sympetrum fonscolombii,3
Vespa crabro -> Promachus hinei -> Erythemis simplicicollis,3
Vespa crabro -> Promachus hinei -> Phyciodes tharos,3
Vespula germanica -> Carduelis carduelis -> Centaurea jacea,3
Vespula germanica -> Carduelis carduelis -> Centaurea nigra,3
Vespula germanica -> Tarentola mauritanica -> Earias insulana,3
Vespula germanica -> Tarentola mauritanica -> Periplaneta americana,3
Vespula germanica -> Utetheisa pulchella -> Senecio tamoides,3
Vespula pensylvanica -> Apis mellifera -> Ageratina havanensis,3
Vespula pensylvanica -> Apis mellifera -> Anchusa officinalis,3
Vespula pensylvanica -> Apis mellifera -> Apiomerus californicus,3
Vespula pensylvanica -> Apis mellifera -> Asclepias fascicularis,3
Vespula pensylvanica -> Apis mellifera -> Asclepias tuberosa,3
Vespula pensylvanica -> Apis mellifera -> Baccharis pilularis,3
Vespula pensylvanica -> Apis mellifera -> Cakile maritima,3
Vespula pensylvanica -> Apis mellifera -> Cirsium arvense,3
Vespula pensylvanica -> Apis mellifera -> Cirsium horridulum,3
Vespula pensylvanica -> Apis mellifera -> Datura wrightii,3
Vespula pensylvanica -> Apis mellifera -> Eriogonum fasciculatum,3
Vespula pensylvanica -> Apis mellifera -> Ficus sur,3
Vespula pensylvanica -> Apis mellifera -> Hydrophyllum fendleri,3
Vespula pensylvanica -> Apis mellifera -> Jacobaea vulgaris,3
Vespula pensylvanica -> Apis mellifera -> Lonicera maackii,3
Vespula pensylvanica -> Apis mellifera -> Ochna pulchra,3
Vespula pensylvanica -> Apis mellifera -> Ozoroa obovata obovata,3
Vespula pensylvanica -> Apis mellifera -> Paspalum notatum,3
Vespula pensylvanica -> Apis mellifera -> Rubus odoratus,3
Vespula pensylvanica -> Apis mellifera -> Salvia mellifera,3
Vespula pensylvanica -> Apis mellifera -> Satureja montana,3
Vespula pensylvanica -> Apis mellifera -> Senecio deltoideus,3
Vespula pensylvanica -> Apis mellifera -> Taraxacum officinale,3
Vespula pensylvanica -> Apis mellifera -> Toxicodendron pubescens,3
Vespula pensylvanica -> Apis mellifera -> Trichostema lanceolatum,3
Vespula pensylvanica -> Apis mellifera -> Trifolium repens,3
Vespula pensylvanica -> Apis mellifera -> Turnera subulata,3
Vespula pensylvanica -> Apis mellifera -> Viguiera dentata,3
Vulpes vulpes -> Sciurus carolinensis -> Callicarpa americana,3
Vulpes vulpes -> Sciurus carolinensis -> Coprinopsis lagopus,3
Vulpes vulpes -> Sciurus carolinensis -> Odocoileus virginianus,3
Vulpes vulpes -> Sciurus carolinensis -> Taraxacum,3
Zelus longipes -> Plecia nearctica -> Asimina angustifolia,3
Zelus longipes -> Toxomerus marginatus -> Anemone berlandieri,3
Zelus longipes -> Toxomerus marginatus -> Capsella bursa-pastoris,3
Zelus longipes -> Toxomerus marginatus -> Cichorium intybus,3
Zelus longipes -> Toxomerus marginatus -> Commelina erecta,3
Zelus longipes -> Toxomerus marginatus -> Convolvulus arvensis,3
Zelus longipes -> Toxomerus marginatus -> Plantago lanceolata,3
Zelus longipes -> Toxomerus marginatus -> Rudbeckia hirta,3
Zelus longipes -> Toxomerus marginatus -> Taraxacum officinale,3
Zelus longipes -> Toxomerus marginatus -> Verbesina encelioides,3
Zodarion rubidum -> Tetramorium immigrans -> Forficula dentata,3
Zodarion rubidum -> Tetramorium immigrans -> Hylocichla mustelina,3
Zodarion rubidum -> Tetramorium immigrans -> Porcellio scaber,3
Zodarion rubidum -> Tetramorium immigrans -> Taraxacum officinale,3
Zodarion rubidum -> Tetramorium immigrans -> Vespula maculifrons,3
Zygiella x-notata -> Polistes dominula -> Cirsium arvense,3
Accipiter nisus -> Passer domesticus -> Magicicada cassinii,3
Accipiter nisus -> Passer domesticus -> Mantis religiosa,3
Accipiter striatus -> Dryobates pubescens -> Rhus typhina,3
Aerospiza tachiro -> Crinifer concolor -> Adansonia digitata,3
Aerospiza tachiro -> Crinifer concolor -> Cascabela thevetia,3
Aerospiza tachiro -> Crinifer concolor -> Ficus bussei,3
Aerospiza tachiro -> Crinifer concolor -> Senna singueana,3
Afrogegenes -> Chromolaena odorata -> Belenois creona severina,3
Afrogegenes -> Chromolaena odorata -> Delta fenestrale,3
Afrogegenes -> Chromolaena odorata -> Mylothris agathina agathina,3
Afrogegenes -> Chromolaena odorata -> Telchinia serena,3
Agelaius phoeniceus -> Anax junius -> Erythemis simplicicollis,3
Alligator mississippiensis -> Chelydra serpentina -> Branta canadensis,3
Alligator mississippiensis -> Chelydra serpentina -> Dorosoma cepedianum,3
Alligator mississippiensis -> Fulica americana -> Pontederia cordata,3
Amblyomma hebraeum -> Tragelaphus strepsiceros strepsiceros -> Sclerocroton integerrimus,3
Amblyomma hebraeum -> Tragelaphus strepsiceros strepsiceros -> Ziziphus mucronata,3
Anax junius -> Erythemis simplicicollis -> Celithemis fasciata,3
Anax junius -> Erythemis simplicicollis -> Pachydiplax longipennis,3
Anax junius -> Erythemis simplicicollis -> Perithemis tenera,3
Andrenosoma hesperium -> Apis mellifera -> Ageratina havanensis,3
Andrenosoma hesperium -> Apis mellifera -> Anchusa officinalis,3
Andrenosoma hesperium -> Apis mellifera -> Apiomerus californicus,3
Andrenosoma hesperium -> Apis mellifera -> Asclepias fascicularis,3
Andrenosoma hesperium -> Apis mellifera -> Asclepias tuberosa,3
Andrenosoma hesperium -> Apis mellifera -> Baccharis pilularis,3
Andrenosoma hesperium -> Apis mellifera -> Cakile maritima,3
Andrenosoma hesperium -> Apis mellifera -> Cirsium arvense,3
Andrenosoma hesperium -> Apis mellifera -> Cirsium horridulum,3
Andrenosoma hesperium -> Apis mellifera -> Datura wrightii,3
Andrenosoma hesperium -> Apis mellifera -> Eriogonum fasciculatum,3
Andrenosoma hesperium -> Apis mellifera -> Ficus sur,3
Andrenosoma hesperium -> Apis mellifera -> Hydrophyllum fendleri,3
Andrenosoma hesperium -> Apis mellifera -> Jacobaea vulgaris,3
Andrenosoma hesperium -> Apis mellifera -> Lonicera maackii,3
Andrenosoma hesperium -> Apis mellifera -> Ochna pulchra,3
Andrenosoma hesperium -> Apis mellifera -> Ozoroa obovata obovata,3
Andrenosoma hesperium -> Apis mellifera -> Paspalum notatum,3
Andrenosoma hesperium -> Apis mellifera -> Rubus odoratus,3
Andrenosoma hesperium -> Apis mellifera -> Salvia mellifera,3
Andrenosoma hesperium -> Apis mellifera -> Satureja montana,3
Andrenosoma hesperium -> Apis mellifera -> Senecio deltoideus,3
Andrenosoma hesperium -> Apis mellifera -> Taraxacum officinale,3
Andrenosoma hesperium -> Apis mellifera -> Toxicodendron pubescens,3
Andrenosoma hesperium -> Apis mellifera -> Trichostema lanceolatum,3
Andrenosoma hesperium -> Apis mellifera -> Trifolium repens,3
Andrenosoma hesperium -> Apis mellifera -> Turnera subulata,3
Andrenosoma hesperium -> Apis mellifera -> Viguiera dentata,3
Anguilla anguilla -> Egretta garzetta -> Aphanius fasciatus,3
Anguilla anguilla -> Egretta garzetta -> Lampetra planeri,3
Anguilla anguilla -> Larus michahellis -> Columba livia,3
Anguilla anguilla -> Larus michahellis -> Streptopelia decaocto,3
Anolis carolinensis -> Erythemis simplicicollis -> Celithemis fasciata,3
Anolis carolinensis -> Erythemis simplicicollis -> Pachydiplax longipennis,3
Anolis carolinensis -> Erythemis simplicicollis -> Perithemis tenera,3
Anolis sagrei -> Erythemis simplicicollis -> Celithemis fasciata,3
Anolis sagrei -> Erythemis simplicicollis -> Pachydiplax longipennis,3
Anolis sagrei -> Erythemis simplicicollis -> Perithemis tenera,3
Anolis sagrei -> Hemidactylus mabouia -> Amata simplex,3
Anolis sagrei -> Hemidactylus mabouia -> Gryllus bimaculatus,3
Anthopleura artemisia -> Hemigrapsus oregonensis -> Cymatogaster aggregata,3
Apiomerus californicus -> Apis mellifera -> Ageratina havanensis,3
Apiomerus californicus -> Apis mellifera -> Anchusa officinalis,3
Apiomerus californicus -> Apis mellifera -> Asclepias fascicularis,3
Apiomerus californicus -> Apis mellifera -> Asclepias tuberosa,3
Apiomerus californicus -> Apis mellifera -> Baccharis pilularis,3
Apiomerus californicus -> Apis mellifera -> Cakile maritima,3
Apiomerus californicus -> Apis mellifera -> Cirsium arvense,3
Apiomerus californicus -> Apis mellifera -> Cirsium horridulum,3
Apiomerus californicus -> Apis mellifera -> Datura wrightii,3
Apiomerus californicus -> Apis mellifera -> Eriogonum fasciculatum,3
Apiomerus californicus -> Apis mellifera -> Ficus sur,3
Apiomerus californicus -> Apis mellifera -> Hydrophyllum fendleri,3
Apiomerus californicus -> Apis mellifera -> Jacobaea vulgaris,3
Apiomerus californicus -> Apis mellifera -> Lonicera maackii,3
Apiomerus californicus -> Apis mellifera -> Ochna pulchra,3
Apiomerus californicus -> Apis mellifera -> Ozoroa obovata obovata,3
Apiomerus californicus -> Apis mellifera -> Paspalum notatum,3
Apiomerus californicus -> Apis mellifera -> Rubus odoratus,3
Apiomerus californicus -> Apis mellifera -> Salvia mellifera,3
Apiomerus californicus -> Apis mellifera -> Satureja montana,3
Apiomerus californicus -> Apis mellifera -> Senecio deltoideus,3
Apiomerus californicus -> Apis mellifera -> Taraxacum officinale,3
Apiomerus californicus -> Apis mellifera -> Toxicodendron pubescens,3
Apiomerus californicus -> Apis mellifera -> Trichostema lanceolatum,3
Apiomerus californicus -> Apis mellifera -> Trifolium repens,3
Apiomerus californicus -> Apis mellifera -> Turnera subulata,3
Apiomerus californicus -> Apis mellifera -> Viguiera dentata,3
Aquarius remigis -> Vespula pensylvanica -> Apis mellifera,3
Aquarius remigis -> Vespula pensylvanica -> Rattus rattus,3
Ardea cinerea -> Anguilla anguilla -> Egretta garzetta,3
Ardea cinerea -> Anguilla anguilla -> Larus michahellis,3
Ardea cinerea -> Natrix tessellata -> Neogobius melanostomus,3
Ardea herodias -> Nerodia sipedon -> Anaxyrus americanus,3
Ardea herodias -> Nerodia sipedon -> Cottus bairdii,3
Argiope trifasciata -> Apis mellifera -> Ageratina havanensis,3
Argiope trifasciata -> Apis mellifera -> Anchusa officinalis,3
Argiope trifasciata -> Apis mellifera -> Apiomerus californicus,3
Argiope trifasciata -> Apis mellifera -> Asclepias fascicularis,3
Argiope trifasciata -> Apis mellifera -> Asclepias tuberosa,3
Argiope trifasciata -> Apis mellifera -> Baccharis pilularis,3
Argiope trifasciata -> Apis mellifera -> Cakile maritima,3
Argiope trifasciata -> Apis mellifera -> Cirsium arvense,3
Argiope trifasciata -> Apis mellifera -> Cirsium horridulum,3
Argiope trifasciata -> Apis mellifera -> Datura wrightii,3
Argiope trifasciata -> Apis mellifera -> Eriogonum fasciculatum,3
Argiope trifasciata -> Apis mellifera -> Ficus sur,3
Argiope trifasciata -> Apis mellifera -> Hydrophyllum fendleri,3
Argiope trifasciata -> Apis mellifera -> Jacobaea vulgaris,3
Argiope trifasciata -> Apis mellifera -> Lonicera maackii,3
Argiope trifasciata -> Apis mellifera -> Ochna pulchra,3
Argiope trifasciata -> Apis mellifera -> Ozoroa obovata obovata,3
Argiope trifasciata -> Apis mellifera -> Paspalum notatum,3
Argiope trifasciata -> Apis mellifera -> Rubus odoratus,3
Argiope trifasciata -> Apis mellifera -> Salvia mellifera,3
Argiope trifasciata -> Apis mellifera -> Satureja montana,3
Argiope trifasciata -> Apis mellifera -> Senecio deltoideus,3
Argiope trifasciata -> Apis mellifera -> Taraxacum officinale,3
Argiope trifasciata -> Apis mellifera -> Toxicodendron pubescens,3
Argiope trifasciata -> Apis mellifera -> Trichostema lanceolatum,3
Argiope trifasciata -> Apis mellifera -> Trifolium repens,3
Argiope trifasciata -> Apis mellifera -> Turnera subulata,3
Argiope trifasciata -> Apis mellifera -> Viguiera dentata,3
Astur melanoleucus -> Ardea ibis -> Periplaneta americana,3
Belenois creona severina -> Chromolaena odorata -> Delta fenestrale,3
Belenois creona severina -> Chromolaena odorata -> Mylothris agathina agathina,3
Belenois creona severina -> Chromolaena odorata -> Telchinia serena,3
Boaedon capensis -> Passer domesticus -> Magicicada cassinii,3
Boaedon capensis -> Passer domesticus -> Mantis religiosa,3
Brunneria borealis -> Dione vanillae -> Lantana strigocamara,3
Brunneria borealis -> Dione vanillae -> Passiflora incarnata,3
Brunneria borealis -> Dione vanillae -> Passiflora lutea,3
Brunneria borealis -> Dione vanillae -> Passiflora tenuiloba,3
Buteo jamaicensis -> Otospermophilus beecheyi -> Quercus lobata,3
Buteo jamaicensis -> Sciurus carolinensis -> Callicarpa americana,3
Buteo jamaicensis -> Sciurus carolinensis -> Coprinopsis lagopus,3
Buteo jamaicensis -> Sciurus carolinensis -> Odocoileus virginianus,3
Buteo jamaicensis -> Sciurus carolinensis -> Taraxacum,3
Buteo jamaicensis -> Turdus migratorius -> Ilex vomitoria,3
Buteo jamaicensis -> Turdus migratorius -> Mantis religiosa,3
Buteo jamaicensis -> Turdus migratorius -> Prunus virginiana,3
Buteo jamaicensis -> Turdus migratorius -> Rhamnus cathartica,3
Camponotus maculatus -> Hemidactylus mabouia -> Amata simplex,3
Camponotus maculatus -> Hemidactylus mabouia -> Gryllus bimaculatus,3
Canis latrans -> Castor canadensis -> Fraxinus latifolia,3
Canis latrans -> Castor canadensis -> Nuphar variegata,3
Cathartes aura -> Phoca vitulina richardii -> Cymatogaster aggregata,3
Cathartes aura -> Sciurus carolinensis -> Callicarpa americana,3
Cathartes aura -> Sciurus carolinensis -> Coprinopsis lagopus,3
Cathartes aura -> Sciurus carolinensis -> Odocoileus virginianus,3
Cathartes aura -> Sciurus carolinensis -> Taraxacum,3
Chromolaena odorata -> Belenois creona severina -> Cynanchum viminale,3
Chromolaena odorata -> Belenois creona severina -> Justicia flava,3
Chromolaena odorata -> Belenois creona severina -> Solanum seaforthianum,3
Chromolaena odorata -> Mylothris agathina agathina -> Dais cotinifolia,3
Chromolaena odorata -> Mylothris agathina agathina -> Distephanus angulifolius,3
Chromolaena odorata -> Mylothris agathina agathina -> Globimetula mweroensis,3
Chromolaena odorata -> Mylothris agathina agathina -> Lippia javanica,3
Chromolaena odorata -> Telchinia serena -> Mikania natalensis,3
Chromolaena odorata -> Telchinia serena -> Senecio polyanthemoides,3
Chromolaena odorata -> Telchinia serena -> Sida cordifolia cordifolia,3
Chromolaena odorata -> Telchinia serena -> Tridax procumbens,3
Chromolaena odorata -> Telchinia serena -> Waltheria indica,3
Coragyps atratus -> Canis familiaris -> Odocoileus virginianus,3
Coragyps atratus -> Dasypus mexicanus -> Diospyros virginiana,3
Coragyps atratus -> Felis catus -> Leiolepis belliana,3
Coragyps atratus -> Felis catus -> Leptopelis natalensis,3
Coragyps atratus -> Sus scrofa -> Juglans regia,3
Corvus corax -> Crotalus oreganus oreganus -> Otospermophilus beecheyi,3
Crocodylus niloticus -> Papio ursinus griseipes -> Ficus bussei,3
Crocodylus niloticus -> Papio ursinus griseipes -> Sporobolus pyramidalis,3
Crocodylus niloticus cowiei -> Papio ursinus griseipes -> Ficus bussei,3
Crocodylus niloticus cowiei -> Papio ursinus griseipes -> Sporobolus pyramidalis,3
Crotalus oreganus -> Otospermophilus beecheyi -> Quercus lobata,3
Crotalus oreganus oreganus -> Otospermophilus beecheyi -> Quercus lobata,3
Delta fenestrale -> Chromolaena odorata -> Belenois creona severina,3
Delta fenestrale -> Chromolaena odorata -> Mylothris agathina agathina,3
Delta fenestrale -> Chromolaena odorata -> Telchinia serena,3
Dendroaspis polylepis -> Ploceus cucullatus -> Ficus burkei,3
Egretta caerulea -> Anax junius -> Erythemis simplicicollis,3
Egretta garzetta -> Anguilla anguilla -> Larus michahellis,3
Euthyrhynchus floridanus -> Bombus impatiens -> Berberis thunbergii,3
Euthyrhynchus floridanus -> Bombus impatiens -> Eutrochium maculatum,3
Euthyrhynchus floridanus -> Bombus impatiens -> Melilotus officinalis,3
Falco columbarius -> Sturnus vulgaris -> Podarcis muralis,3
Falco columbarius -> Zonotrichia albicollis -> Rhus typhina,3
Falco peregrinus -> Tringa semipalmata -> Emerita analoga,3
Gallinula chloropus -> Mesotriton alpestris -> Epinotia tedella,3
Gyps africanus -> Crocuta crocuta -> Hippopotamus amphibius,3
Gyps africanus -> Crocuta crocuta -> Sylvicapra grimmia,3
Haliaeetus leucocephalus -> Corvus brachyrhynchos -> Cancer productus,3
Haliaeetus leucocephalus -> Corvus brachyrhynchos -> Forficula dentata,3
Haliaeetus leucocephalus -> Corvus brachyrhynchos -> Oncorhynchus keta,3
Haliaeetus leucocephalus -> Corvus brachyrhynchos -> Pholis laeta,3
Haliaeetus leucocephalus -> Corvus brachyrhynchos -> Pholis ornata,3
Haliaeetus leucocephalus -> Corvus brachyrhynchos -> Rattus rattus,3
Haliaeetus leucocephalus -> Corvus brachyrhynchos -> Sylvilagus floridanus,3
Hemidactylus turcicus -> Erythemis simplicicollis -> Celithemis fasciata,3
Hemidactylus turcicus -> Erythemis simplicicollis -> Pachydiplax longipennis,3
Hemidactylus turcicus -> Erythemis simplicicollis -> Perithemis tenera,3
Heteropoda venatoria -> Hemidactylus turcicus -> Erythemis simplicicollis,3
Lanius ludovicianus -> Anolis sagrei -> Erythemis simplicicollis,3
Lanius ludovicianus -> Anolis sagrei -> Hemidactylus mabouia,3
Larus argentatus -> Gallinula chloropus -> Mesotriton alpestris,3
Larus argentatus -> Gallinula chloropus -> Nymphaea lotus,3
Larus fuscus -> Salmo trutta -> Cottus gobio,3
Larus glaucescens × occidentalis -> Pisaster ochraceus -> Mytilus californianus,3
Larus glaucescens × occidentalis -> Pisaster ochraceus -> Strongylocentrotus purpuratus,3
Larus marinus -> Anguilla anguilla -> Egretta garzetta,3
Larus marinus -> Anguilla anguilla -> Larus michahellis,3
Larus marinus -> Rynchops niger -> Atherinops affinis,3
Larus michahellis -> Anguilla anguilla -> Egretta garzetta,3
Leptoptilos crumenifer -> Crocuta crocuta -> Hippopotamus amphibius,3
Leptoptilos crumenifer -> Crocuta crocuta -> Sylvicapra grimmia,3
Linepithema humile -> Macroglossum stellatarum -> Saponaria pumila,3
Linepithema humile -> Macroglossum stellatarum -> Viscaria vulgaris,3
Lippia javanica -> Mylothris agathina agathina -> Chromolaena odorata,3
Lippia javanica -> Mylothris agathina agathina -> Dais cotinifolia,3
Lippia javanica -> Mylothris agathina agathina -> Distephanus angulifolius,3
Lippia javanica -> Mylothris agathina agathina -> Globimetula mweroensis,3
Lontra canadensis -> Urile penicillatus -> Gibbonsia metzi,3
Lynx rufus -> Sciurus carolinensis -> Callicarpa americana,3
Lynx rufus -> Sciurus carolinensis -> Coprinopsis lagopus,3
Lynx rufus -> Sciurus carolinensis -> Odocoileus virginianus,3
Lynx rufus -> Sciurus carolinensis -> Taraxacum,3
Merops apiaster -> Vanessa atalanta -> Achillea millefolium,3
Merops apiaster -> Vanessa atalanta -> Prunus virginiana,3
Milvus migrans -> Pachylomera femoralis -> Aepyceros melampus melampus,3
Milvus migrans parasitus -> Pachylomera femoralis -> Aepyceros melampus melampus,3
Misumena vatia -> Apis mellifera -> Ageratina havanensis,3
Misumena vatia -> Apis mellifera -> Anchusa officinalis,3
Misumena vatia -> Apis mellifera -> Apiomerus californicus,3
Misumena vatia -> Apis mellifera -> Asclepias fascicularis,3
Misumena vatia -> Apis mellifera -> Asclepias tuberosa,3
Misumena vatia -> Apis mellifera -> Baccharis pilularis,3
Misumena vatia -> Apis mellifera -> Cakile maritima,3
Misumena vatia -> Apis mellifera -> Cirsium arvense,3
Misumena vatia -> Apis mellifera -> Cirsium horridulum,3
Misumena vatia -> Apis mellifera -> Datura wrightii,3
Misumena vatia -> Apis mellifera -> Eriogonum fasciculatum,3
Misumena vatia -> Apis mellifera -> Ficus sur,3
Misumena vatia -> Apis mellifera -> Hydrophyllum fendleri,3
Misumena vatia -> Apis mellifera -> Jacobaea vulgaris,3
Misumena vatia -> Apis mellifera -> Lonicera maackii,3
Misumena vatia -> Apis mellifera -> Ochna pulchra,3
Misumena vatia -> Apis mellifera -> Ozoroa obovata obovata,3
Misumena vatia -> Apis mellifera -> Paspalum notatum,3
Misumena vatia -> Apis mellifera -> Rubus odoratus,3
Misumena vatia -> Apis mellifera -> Salvia mellifera,3
Misumena vatia -> Apis mellifera -> Satureja montana,3
Misumena vatia -> Apis mellifera -> Senecio deltoideus,3
Misumena vatia -> Apis mellifera -> Taraxacum officinale,3
Misumena vatia -> Apis mellifera -> Toxicodendron pubescens,3
Misumena vatia -> Apis mellifera -> Trichostema lanceolatum,3
Misumena vatia -> Apis mellifera -> Trifolium repens,3
Misumena vatia -> Apis mellifera -> Turnera subulata,3
Misumena vatia -> Apis mellifera -> Viguiera dentata,3
Misumena vatia -> Bombus flavifrons -> Carduus nutans,3
Misumena vatia -> Toxomerus geminatus -> Actaea racemosa,3
Misumenoides formosipes -> Apis mellifera -> Ageratina havanensis,3
Misumenoides formosipes -> Apis mellifera -> Anchusa officinalis,3
Misumenoides formosipes -> Apis mellifera -> Apiomerus californicus,3
Misumenoides formosipes -> Apis mellifera -> Asclepias fascicularis,3
Misumenoides formosipes -> Apis mellifera -> Asclepias tuberosa,3
Misumenoides formosipes -> Apis mellifera -> Baccharis pilularis,3
Misumenoides formosipes -> Apis mellifera -> Cakile maritima,3
Misumenoides formosipes -> Apis mellifera -> Cirsium arvense,3
Misumenoides formosipes -> Apis mellifera -> Cirsium horridulum,3
Misumenoides formosipes -> Apis mellifera -> Datura wrightii,3
Misumenoides formosipes -> Apis mellifera -> Eriogonum fasciculatum,3
Misumenoides formosipes -> Apis mellifera -> Ficus sur,3
Misumenoides formosipes -> Apis mellifera -> Hydrophyllum fendleri,3
Misumenoides formosipes -> Apis mellifera -> Jacobaea vulgaris,3
Misumenoides formosipes -> Apis mellifera -> Lonicera maackii,3
Misumenoides formosipes -> Apis mellifera -> Ochna pulchra,3
Misumenoides formosipes -> Apis mellifera -> Ozoroa obovata obovata,3
Misumenoides formosipes -> Apis mellifera -> Paspalum notatum,3
Misumenoides formosipes -> Apis mellifera -> Rubus odoratus,3
Misumenoides formosipes -> Apis mellifera -> Salvia mellifera,3
Misumenoides formosipes -> Apis mellifera -> Satureja montana,3
Misumenoides formosipes -> Apis mellifera -> Senecio deltoideus,3
Misumenoides formosipes -> Apis mellifera -> Taraxacum officinale,3
Misumenoides formosipes -> Apis mellifera -> Toxicodendron pubescens,3
Misumenoides formosipes -> Apis mellifera -> Trichostema lanceolatum,3
Misumenoides formosipes -> Apis mellifera -> Trifolium repens,3
Misumenoides formosipes -> Apis mellifera -> Turnera subulata,3
Misumenoides formosipes -> Apis mellifera -> Viguiera dentata,3
Myiarchus crinitus -> Promachus rufipes -> Vespula,3
Mylothris agathina -> Globimetula mweroensis -> Populus deltoides,3
Mylothris agathina -> Globimetula mweroensis -> Salix babylonica,3
Mylothris agathina -> Globimetula mweroensis -> Vangueria vestita,3
Mylothris agathina agathina -> Chromolaena odorata -> Belenois creona severina,3
Mylothris agathina agathina -> Chromolaena odorata -> Delta fenestrale,3
Mylothris agathina agathina -> Chromolaena odorata -> Telchinia serena,3
Mylothris agathina agathina -> Globimetula mweroensis -> Populus deltoides,3
Mylothris agathina agathina -> Globimetula mweroensis -> Salix babylonica,3
Mylothris agathina agathina -> Globimetula mweroensis -> Vangueria vestita,3
Accipiter nisus -> Columba livia domestica,2
Accipiter nisus -> Passer domesticus,2
Accipiter nisus -> Streptopelia decaocto,2
Accipiter nisus nisus -> Streptopelia decaocto,2
Accipiter striatus -> Dryobates pubescens,2
Aceria lantanae -> Lantana camara,2
Aceria theospyri -> Diospyros virginiana,2
Adejeania vexatrix -> Ericameria nauseosa,2
Adejeania vexatrix -> Rudbeckia laciniata,2
Aerophilus nigripes -> Ericameria nauseosa,2
Aerospiza tachiro -> Crinifer concolor,2
Afrogegenes -> Chromolaena odorata,2
Afrogegenes -> Lasiosiphon calocephalus,2
Agapostemon virescens -> Cichorium intybus,2
Agelaius phoeniceus -> Anax junius,2
Agelaius phoeniceus -> Trachemys scripta,2
Alligator mississippiensis -> Apalone ferox,2
Alligator mississippiensis -> Chelydra serpentina,2
Alligator mississippiensis -> Fulica americana,2
Alligator mississippiensis -> Lepisosteus platyrhincus,2
Alligator mississippiensis -> Odocoileus virginianus,2
Alligator mississippiensis -> Pterygoplichthys,2
Alligator mississippiensis -> Spatula discors,2
Allograpta obliqua -> Capsella bursa-pastoris,2
Amblyomma hebraeum -> Tragelaphus strepsiceros strepsiceros,2
Amblyospiza albifrons -> Trema orientale,2
Amblyospiza albifrons woltersi -> Trema orientale,2
Anax junius -> Erythemis simplicicollis,2
Andrena -> Asimina triloba,2
Andrenosoma hesperium -> Apis mellifera,2
Andropadus importunus -> Ficus burtt-davyi,2
Andropadus importunus importunus -> Ficus burtt-davyi,2
Anguilla anguilla -> Egretta garzetta,2
Anguilla anguilla -> Larus michahellis,2
Anhinga anhinga -> Dorosoma cepedianum,2
Anhinga anhinga -> Lepomis macrochirus,2
Anhinga novaehollandiae -> Cirripectes hutchinsi,2
Anhinga novaehollandiae -> Perca fluviatilis,2
Anolis carolinensis -> Erythemis simplicicollis,2
Anolis sagrei -> Erythemis simplicicollis,2
Anolis sagrei -> Hemidactylus mabouia,2
Anthene amarah -> Catharanthus roseus,2
Anthene amarah -> Justicia flava,2
Anthene amarah amarah -> Catharanthus roseus,2
Anthene amarah amarah -> Justicia flava,2
Anthopleura artemisia -> Hemigrapsus oregonensis,2
Anthopleura elegantissima -> Hemigrapsus nudus,2
Anthopleura elegantissima -> Velella velella,2
Aphis nerii -> Araujia sericifera,2
Aphis nerii -> Asclepias syriaca,2
Aphis nerii -> Gomphocarpus physocarpus,2
Aphis nerii -> Pachycarpus concolor arenicola,2
Apiomerus californicus -> Apis mellifera,2
Apis mellifera -> Ageratina havanensis,2
Apis mellifera -> Anchusa officinalis,2
Apis mellifera -> Apiomerus californicus,2
Apis mellifera -> Asclepias fascicularis,2
Apis mellifera -> Asclepias tuberosa,2
